date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2014-07-17,1519599.37826,1335.0,28560700.0,7.44,699285.0,3269.0,2.13668235,
2014-07-18,2391457.6444,1546.0,33232100.0,7.21,729493.0,3030.99999998,2.82666647,
2014-07-19,1842139.03297,1282.0,32320400.0,7.06,99443.0,2930.0,1.95420479,
2014-07-20,415672.054012,1159.0,31670100.0,7.11,137239.0,3059.0,1.59667083,
2014-07-21,512025.930009,1114.0,31914400.0,6.77,121175.0,2763.0,1.62582884,
2014-07-22,1717919.42662,1281.0,30373400.0,6.41,183517.0,2871.99999999,1.89375211,
2014-07-23,569318.634799,1365.0,28768400.0,6.37,134307.0,2749.0,1.78964269,
2014-07-24,2231053.16407,1140.0,28622700.0,6.18,167948.0,2841.0,1.55906864,
2014-07-25,952875.360467,1056.0,27805400.0,6.07,234015.0,2794.0,1.88911275,
2014-07-26,6886031.48489,1147.0,27359100.0,5.97,175004.0,2980.99999999,2.01139120001,
2014-07-27,1867527.79368,1060.0,26902000.0,5.83,175722.0,2874.0,1.54095348,
2014-07-28,1086356.06748,1067.0,26303900.0,5.17,405543.0,2858.0,1.18547717,
2014-07-29,786301.373925,1240.0,23416800.0,4.79,294949.0,2768.99999999,2.30541376,
2014-07-30,2464542.5613,1234.0,21674000.0,4.45,329136.0,2815.0,1.82388496,
2014-07-31,3556820.82379,1287.0,20134700.0,5.57,387401.0,3065.0,2.81760414,
2014-08-01,663505.306993,1291.0,25079000.0,5.64,252698.0,3211.0,2.274802,
2014-08-02,683390.894219,1382.0,25475400.0,5.71,185190.0,3493.99999999,2.57737889,
2014-08-03,531961.26478,1130.0,25819300.0,5.8,280722.0,3035.0,1.45788271,
2014-08-04,595685.402988,1094.0,26380600.0,5.31,179607.0,2845.0,2.12564681,
2014-08-05,359068.590158,1042.0,24053200.0,5.41,107685.0,2757.0,1.50758942,
2014-08-06,2680903.17463,971.0,24444200.0,5.77,211361.0,2765.0,1.49601605,
2014-08-07,369184.043032,961.0,26184200.0,5.65,140303.0,2715.0,2.35988539,
2014-08-08,392573.554835,1008.0,25676800.0,5.99,269415.0,2778.0,1.41544056,
2014-08-09,20875820.5682,1050.0,27396600.0,5.59,235890.0,2777.99999999,1.57003468,
2014-08-10,325389.255129,954.0,25451100.0,5.72,218033.0,2760.0,1.26848243,
2014-08-11,9853039.27125,989.0,26027300.0,5.08,223309.0,2719.99999999,1.32074937,
2014-08-12,2135685.62127,1035.0,23097300.0,5.02,94300.0,2768.0,1.71894986,
2014-08-13,103770.597915,980.0,22864000.0,4.86,287212.0,2782.0,1.07968291,
2014-08-14,1192224.93142,1469.0,22211800.0,4.06,197663.0,2841.0,2.93670155,
2014-08-15,1172273.12016,1892.0,18640900.0,3.64,276892.0,2767.0,5.11409967001,
2014-08-16,1599330.38324,1771.0,16619900.0,2.92,296592.0,2729.0,14.4932593,
2014-08-17,1297673.99414,1419.0,13439000.0,2.36,370021.0,2765.0,23.7479473601,
2014-08-18,588261.243766,1522.0,10783300.0,1.54,699964.0,2748.0,46.55359322,
2014-08-19,4147313.51242,1800.0,7077960.0,3.32,674022.0,2850.99999998,79.74846115,
2014-08-20,3806403.04883,1585.0,15377700.0,3.81,722557.0,2867.0,6.66509349003,
2014-08-21,1958202.53142,1470.0,17412100.0,3.38,241925.0,2758.0,3.099023,
2014-08-22,5286176.66483,1296.0,15430600.0,3.17,286798.0,2813.0,2.67998627,
2014-08-23,7809800.44422,1320.0,14503600.0,2.99,132039.0,2810.0,7.27091393006,
2014-08-24,611819.837984,1235.0,13697900.0,3.09,64140.0,2817.99999999,2.55190129,
2014-08-25,702528.01455,1041.0,14164300.0,2.68,133764.0,2838.0,2.05965627,
2014-08-26,325895.849347,1014.0,12326200.0,2.72,157503.0,2775.0,1.82770008,
2014-08-27,653879.845889,987.0,12514400.0,2.29,328963.0,2813.0,1.86353967,
2014-08-28,870369.687558,1063.0,10516400.0,2.37,158460.0,2906.0,2.29790001001,
2014-08-29,1902591.84286,1051.0,10944500.0,2.55,148519.0,3022.0,2.13835488,
2014-08-30,633955.567767,985.0,11735400.0,2.43,85691.0,3004.0,1.9341,
2014-08-31,283189.131314,1095.0,11238900.0,2.41,112735.0,3038.0,1.805,
2014-09-01,150874.768596,1065.0,11072200.0,2.27,73377.0,3152.0,2.37570102,
2014-09-02,126214.358569,1106.0,10450100.0,2.32,52918.0,3253.0,1.95413,
2014-09-03,225120.134792,1078.0,10716400.0,2.64,173985.0,3211.99999999,1.67014001999,
2014-09-04,733620.264178,1222.0,12295500.0,3.08,393252.0,3140.99999999,2.20662006,
